1980s,world_war,112
1980s,1960s,43
1980s,less,26
1980s,leaders,13
1980s,exposure,13
1980s,twentieth_century,12
1980s,1930s,12
1980s,females,12
1980s,recognition,9
1980s,north,8
1980s,weapons,8
1980s,lung,8
1980s,combat,6
1980s,drinking,6
1980s,stress,5
1980s,war_veterans,5
1980s,attack,5
1980s,sulfur_mustard,5
1980s,burden,5
1980s,firearms,4
1980s,immigrants,4
1980s,wall,4
1980s,sequence,4
1980s,chronic_disease,4
1980s,citizens,4
1980s,infant_mortality,4
1980s,lakes,4
1980s,reflections,4
1980s,brain,4
1980s,social_relations,4
1980s,abuse,3
1980s,nerve_injuries,3
1980s,identity,3
1980s,Korean_War,3
1980s,anthropologist,3
1980s,mental_disorders,3
1980s,opposition,3
1980s,anesthesia,3
1980s,adolescents,3
1980s,asylum,3
1980s,collaboration,3
1980s,villages,3
1980s,intelligence,3
1980s,fear,3
1980s,claims,3
1980s,fate,3
1980s,civil_defense,3
1980s,adoption,3
1980s,short_periods,3
1980s,patterns_of_drug_abuse,2
1980s,fatigue,2
1980s,nursing_practice,2
1980s,rehabilitation,2
1980s,young_adulthood,2
1980s,coordination,2
1980s,substance_abuse,2
1980s,explosives,2
1980s,young_children,2
1980s,child_health,2
1980s,physical_symptoms,2
1980s,dementia,2
1980s,scene,2
1980s,morbidity,2
1980s,breeding,2
1980s,armed_conflict,2
1980s,beginning_of_the_20th_century,1
1980s,reconstructive_surgery,1
1980s,Recollections,1
1980s,necrosis,1
1980s,compensation,1
